EventId,EventTemplate,,,,,,,,,
E1,*** register callback for <*>@<*>,,,,,,,,,
E2,*** unregister callback for <*>@<*>,,,,,,,,,
E3,*** unregister callback for null,,,,,,,,,c
E4,"[HSM] stayAwake false uid: <*>, pid: <*>",,,,,,,,,bl
E5,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>,,,,,,,,,
E6,[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=true,,,,,,,,,bl
E7,<*>: <*> cannot be cast to <*>$Token,,,,,,,,,
E8,<*>: Must execute in UI,,,,,,,,,
E9,abandonAudioFocus,,,,,,,,,c
E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",,,,,,,,,
E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",,,,,,,,,c
E12,ACTION_BATTERY_CHANGED AMP: <*>; Volt: <*>,,,,,,,,,
E13,ACTION_BATTERY_CHANGED pluggedType: <*>,,,,,,,,,
E14,"ACTIVITY check resid: <*>, size=<*>",,,,,,,,,
E15,"ActivityManagerService,attachApplication,callingPid = <*>",,,,,,,,,
E16,"ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>",,,,,,,,,
E17,addNotification key=<*>|<*>|<*>|null|<*>,,,,,,,,,
E18,"animateCollapsePanels:flags=<*>, force=false, delayed=false, mExpandedVisible=false",,,,,,,,,bl
E19,"animateCollapsePanels:flags=<*>, force=false, delayed=false, mExpandedVisible=true",,,,,,,,,bl
E20,"animateCollapsePanels:flags=<*>, force=true, delayed=true, mExpandedVisible=true",,,,,,,,,bl
E21,"Animating brightness: target=<*>, rate=<*>",,,,,,,,,
E22,"Application requested orientation <*>, got rotation <*> which has compatible metrics",,,,,,,,,
E23,applyOptionsLocked: Unknown animationType=<*>,,,,,,,,,
E24,ApStaDisabledState what=<*>,,,,,,,,,
E25,Bad activity token: <*>@<*>,,,,,,,,,
E26,battery changed pluggedType: <*>,,,,,,,,,
E27,cancelAutohide,,,,,,,,,c
E28,"cancelNotification,cancelNotificationLocked,callingUid = <*>,callingPid = <*>",,,,,,,,,
